January 2, 2012; New York Times; 1374 words; Campaigns/Elections/Politics
January 23, 2012; MSNBC The Ed Show; 340 word equivalents; Campaigns/Elections/Politics
January 25, 2012; MSNBC The Ed Show; 387 word equivalents; Economy/Economics
January 25, 2012; MSNBC The Ed Show; 545 word equivalents; Economy/Economics
January 27, 2012; MSNBC The Ed Show; 232 word equivalents; Campaigns/Elections/Politics
January 27, 2012; MSNBC The Ed Show; 792 word equivalents; Campaigns/Elections/Politics
February 1, 2012; MSNBC The Ed Show; 877 word equivalents; Campaigns/Elections/Politics
February 1, 2012; MSNBC The Ed Show; 907 word equivalents; Campaigns/Elections/Politics
February 1, 2012; MSNBC The Ed Show; 292 word equivalents; Campaigns/Elections/Politics
February 2, 2012; MSNBC The Ed Show; 177 word equivalents; Campaigns/Elections/Politics
February 2, 2012; MSNBC The Ed Show; 165 word equivalents; Campaigns/Elections/Politics
February 2, 2012; MSNBC The Ed Show; 152 word equivalents; Campaigns/Elections/Politics
February 2, 2012; MSNBC The Ed Show; 305 word equivalents; Campaigns/Elections/Politics
February 2, 2012; MSNBC The Ed Show; 245 word equivalents; Campaigns/Elections/Politics
February 6, 2012; MSNBC The Ed Show; 140 word equivalents; Campaigns/Elections/Politics
February 8, 2012; MSNBC The Ed Show; 782 word equivalents; Campaigns/Elections/Politics
February 10, 2012; MSNBC The Ed Show; 662 word equivalents; Campaigns/Elections/Politics
February 14, 2012; MSNBC The Ed Show; 1067 word equivalents; Business
February 14, 2012; MSNBC The Ed Show; 630 word equivalents; Business
February 14, 2012; MSNBC The Ed Show; 342 word equivalents; Lifestyle
February 24, 2012; MSNBC The Ed Show; 335 word equivalents; Campaigns/Elections/Politics
March 1, 2012; MSNBC The Ed Show; 177 word equivalents; Additional Domestic Affairs
March 1, 2012; MSNBC The Ed Show; 140 word equivalents; Campaigns/Elections/Politics
March 1, 2012; MSNBC The Ed Show; 150 word equivalents; Additional Domestic Affairs
March 7, 2012; MSNBC The Ed Show; 715 word equivalents; Campaigns/Elections/Politics
April 2, 2012; MSNBC The Ed Show; 270 word equivalents; Campaigns/Elections/Politics
April 2, 2012; MSNBC The Ed Show; 747 word equivalents; Campaigns/Elections/Politics
April 2, 2012; MSNBC The Ed Show; 125 word equivalents; Campaigns/Elections/Politics
April 4, 2012; MSNBC The Ed Show; 827 word equivalents; Campaigns/Elections/Politics
April 4, 2012; MSNBC The Ed Show; 175 word equivalents; Campaigns/Elections/Politics
April 4, 2012; MSNBC The Ed Show; 410 word equivalents; Health/Medicine
April 4, 2012; MSNBC The Ed Show; 742 word equivalents; Race/Gender/Gay Issues
April 10, 2012; MSNBC The Ed Show; 322 word equivalents; Campaigns/Elections/Politics
April 16, 2012; MSNBC The Ed Show; 737 word equivalents; Race/Gender/Gay Issues
April 16, 2012; MSNBC The Ed Show; 1110 word equivalents; Race/Gender/Gay Issues
April 16, 2012; MSNBC The Ed Show; 377 word equivalents; Economy/Economics
April 16, 2012; MSNBC The Ed Show; 795 word equivalents; Campaigns/Elections/Politics
April 18, 2012; MSNBC The Ed Show; 470 word equivalents; Education
April 18, 2012; MSNBC The Ed Show; 562 word equivalents; Education
April 20, 2012; MSNBC The Ed Show; 272 word equivalents; Campaigns/Elections/Politics
April 20, 2012; MSNBC The Ed Show; 835 word equivalents; Campaigns/Elections/Politics
April 24, 2012; MSNBC The Ed Show; 1185 word equivalents; Education
April 24, 2012; MSNBC The Ed Show; 597 word equivalents; Campaigns/Elections/Politics
April 26, 2012; MSNBC The Ed Show; 447 word equivalents; Business
May 2, 2012; MSNBC The Ed Show; 1522 word equivalents; Campaigns/Elections/Politics
May 2, 2012; MSNBC The Ed Show; 442 word equivalents; Campaigns/Elections/Politics
May 8, 2012; MSNBC The Ed Show; 760 word equivalents; Campaigns/Elections/Politics
May 8, 2012; MSNBC The Ed Show; 1020 word equivalents; Campaigns/Elections/Politics
May 10, 2012; MSNBC The Ed Show; 840 word equivalents; Campaigns/Elections/Politics
May 10, 2012; MSNBC The Ed Show; 995 word equivalents; Race/Gender/Gay Issues
May 10, 2012; MSNBC The Ed Show; 1080 word equivalents; Campaigns/Elections/Politics
May 10, 2012; MSNBC The Ed Show; 427 word equivalents; Campaigns/Elections/Politics
May 14, 2012; MSNBC The Ed Show; 245 word equivalents; Campaigns/Elections/Politics
May 14, 2012; MSNBC The Ed Show; 522 word equivalents; Campaigns/Elections/Politics
May 16, 2012; MSNBC The Ed Show; 597 word equivalents; Campaigns/Elections/Politics
May 16, 2012; MSNBC The Ed Show; 230 word equivalents; Campaigns/Elections/Politics
May 16, 2012; MSNBC The Ed Show; 190 word equivalents; Campaigns/Elections/Politics
May 18, 2012; MSNBC The Ed Show; 1147 word equivalents; Campaigns/Elections/Politics
May 22, 2012; MSNBC The Ed Show; 852 word equivalents; Campaigns/Elections/Politics
May 22, 2012; MSNBC The Ed Show; 345 word equivalents; Campaigns/Elections/Politics
May 22, 2012; MSNBC The Ed Show; 52 word equivalents; Campaigns/Elections/Politics
May 22, 2012; MSNBC The Ed Show; 747 word equivalents; Campaigns/Elections/Politics
May 24, 2012; MSNBC The Ed Show; 917 word equivalents; Campaigns/Elections/Politics
May 24, 2012; MSNBC The Ed Show; 857 word equivalents; Campaigns/Elections/Politics
May 30, 2012; MSNBC The Ed Show; 342 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC PoliticsNation; 362 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC PoliticsNation; 1300 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC PoliticsNation; 337 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC PoliticsNation; 1292 word equivalents; Campaigns/Elections/Politics
January 18, 2012; MSNBC PoliticsNation; 325 word equivalents; Campaigns/Elections/Politics
January 18, 2012; MSNBC PoliticsNation; 1297 word equivalents; Campaigns/Elections/Politics
January 24, 2012; MSNBC PoliticsNation; 260 word equivalents; Campaigns/Elections/Politics
January 24, 2012; MSNBC PoliticsNation; 1380 word equivalents; Campaigns/Elections/Politics
January 24, 2012; MSNBC PoliticsNation; 242 word equivalents; Campaigns/Elections/Politics
January 24, 2012; MSNBC PoliticsNation; 470 word equivalents; Campaigns/Elections/Politics
January 24, 2012; MSNBC PoliticsNation; 445 word equivalents; Campaigns/Elections/Politics
January 30, 2012; MSNBC PoliticsNation; 237 word equivalents; Campaigns/Elections/Politics
January 30, 2012; MSNBC PoliticsNation; 517 word equivalents; Campaigns/Elections/Politics
January 30, 2012; MSNBC PoliticsNation; 172 word equivalents; Campaigns/Elections/Politics
January 30, 2012; MSNBC PoliticsNation; 90 word equivalents; Campaigns/Elections/Politics
February 27, 2012; MSNBC PoliticsNation; 197 word equivalents; Campaigns/Elections/Politics
February 27, 2012; MSNBC PoliticsNation; 290 word equivalents; Campaigns/Elections/Politics
February 27, 2012; MSNBC PoliticsNation; 912 word equivalents; Campaigns/Elections/Politics
March 8, 2012; MSNBC PoliticsNation; 907 word equivalents; Campaigns/Elections/Politics
March 14, 2012; MSNBC PoliticsNation; 235 word equivalents; Additional Domestic Affairs
March 14, 2012; MSNBC PoliticsNation; 790 word equivalents; Health/Medicine
April 17, 2012; MSNBC PoliticsNation; 315 word equivalents; Campaigns/Elections/Politics
April 17, 2012; MSNBC PoliticsNation; 965 word equivalents; Campaigns/Elections/Politics
April 23, 2012; MSNBC PoliticsNation; 470 word equivalents; Campaigns/Elections/Politics
April 23, 2012; MSNBC PoliticsNation; 217 word equivalents; Campaigns/Elections/Politics
April 23, 2012; MSNBC PoliticsNation; 610 word equivalents; Campaigns/Elections/Politics
April 23, 2012; MSNBC PoliticsNation; 252 word equivalents; Campaigns/Elections/Politics
April 23, 2012; MSNBC PoliticsNation; 197 word equivalents; Campaigns/Elections/Politics
April 27, 2012; MSNBC PoliticsNation; 637 word equivalents; Campaigns/Elections/Politics
May 3, 2012; MSNBC PoliticsNation; 485 word equivalents; Campaigns/Elections/Politics
May 3, 2012; MSNBC PoliticsNation; 1257 word equivalents; Campaigns/Elections/Politics
May 3, 2012; MSNBC PoliticsNation; 1122 word equivalents; Campaigns/Elections/Politics
May 15, 2012; MSNBC PoliticsNation; 537 word equivalents; Campaigns/Elections/Politics
May 15, 2012; MSNBC PoliticsNation; 1157 word equivalents; Campaigns/Elections/Politics
May 15, 2012; MSNBC PoliticsNation; 285 word equivalents; Race/Gender/Gay Issues
May 21, 2012; MSNBC PoliticsNation; 1590 word equivalents; Campaigns/Elections/Politics
May 25, 2012; MSNBC PoliticsNation; 1305 word equivalents; Campaigns/Elections/Politics
May 25, 2012; MSNBC PoliticsNation; 405 word equivalents; Business
May 29, 2012; MSNBC PoliticsNation; 1459 word equivalents; Campaigns/Elections/Politics
May 29, 2012; MSNBC PoliticsNation; 342 word equivalents; Campaigns/Elections/Politics
May 29, 2012; MSNBC PoliticsNation; 857 word equivalents; Campaigns/Elections/Politics
May 29, 2012; MSNBC PoliticsNation; 330 word equivalents; Campaigns/Elections/Politics
January 3, 2012; Fox News unspecified show; 342 word equivalents; Campaigns/Elections/Politics
January 10, 2012; Fox News unspecified show; 980 word equivalents; Campaigns/Elections/Politics
January 10, 2012; Fox News unspecified show; 282 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 272 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 332 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 277 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 170 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 855 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 45 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 457 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 1205 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News unspecified show; 125 word equivalents; Campaigns/Elections/Politics
March 6, 2012; Fox News unspecified show; 235 word equivalents; Campaigns/Elections/Politics
January 3, 2012; Fox News Daytime; 109 word equivalents; Campaigns/Elections/Politics
January 3, 2012; Fox News Daytime; 587 word equivalents; Campaigns/Elections/Politics
January 3, 2012; Fox News Daytime; 370 word equivalents; Campaigns/Elections/Politics
January 3, 2012; Fox News Daytime; 72 word equivalents; Campaigns/Elections/Politics
January 3, 2012; Fox News Daytime; 277 word equivalents; Campaigns/Elections/Politics
January 3, 2012; Fox News Daytime; 92 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Daytime; 160 word equivalents; Campaigns/Elections/Politics
January 6, 2012; Fox News Daytime; 285 word equivalents; Campaigns/Elections/Politics
January 6, 2012; Fox News Daytime; 292 word equivalents; Campaigns/Elections/Politics
January 6, 2012; Fox News Daytime; 207 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News Daytime; 672 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News Daytime; 207 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News Daytime; 695 word equivalents; Campaigns/Elections/Politics
January 10, 2012; Fox News Daytime; 187 word equivalents; Campaigns/Elections/Politics
January 10, 2012; Fox News Daytime; 295 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Daytime; 622 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Daytime; 170 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Daytime; 282 word equivalents; Campaigns/Elections/Politics
January 13, 2012; Fox News Daytime; 657 word equivalents; Campaigns/Elections/Politics
January 16, 2012; Fox News Daytime; 105 word equivalents; Campaigns/Elections/Politics
January 16, 2012; Fox News Daytime; 352 word equivalents; Campaigns/Elections/Politics
January 18, 2012; Fox News Daytime; 547 word equivalents; Campaigns/Elections/Politics
January 24, 2012; Fox News Daytime; 195 word equivalents; Campaigns/Elections/Politics
January 24, 2012; Fox News Daytime; 1582 word equivalents; Campaigns/Elections/Politics
January 27, 2012; Fox News Daytime; 265 word equivalents; Campaigns/Elections/Politics
January 31, 2012; Fox News Daytime; 137 word equivalents; Campaigns/Elections/Politics
February 8, 2012; Fox News Daytime; 132 word equivalents; Campaigns/Elections/Politics
February 14, 2012; Fox News Daytime; 635 word equivalents; Campaigns/Elections/Politics
February 21, 2012; Fox News Daytime; 165 word equivalents; Campaigns/Elections/Politics
February 21, 2012; Fox News Daytime; 280 word equivalents; Campaigns/Elections/Politics
February 21, 2012; Fox News Daytime; 442 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Daytime; 790 word equivalents; Campaigns/Elections/Politics
March 6, 2012; Fox News Daytime; 302 word equivalents; Campaigns/Elections/Politics
March 19, 2012; Fox News Daytime; 387 word equivalents; Campaigns/Elections/Politics
April 9, 2012; Fox News Daytime; 175 word equivalents; Campaigns/Elections/Politics
April 9, 2012; Fox News Daytime; 570 word equivalents; Campaigns/Elections/Politics
April 23, 2012; Fox News Daytime; 335 word equivalents; Campaigns/Elections/Politics
April 24, 2012; Fox News Daytime; 380 word equivalents; Campaigns/Elections/Politics
April 26, 2012; Fox News Daytime; 760 word equivalents; Campaigns/Elections/Politics
April 27, 2012; Fox News Daytime; 427 word equivalents; Campaigns/Elections/Politics
April 27, 2012; Fox News Daytime; 932 word equivalents; Campaigns/Elections/Politics
May 9, 2012; Fox News Daytime; 540 word equivalents; Campaigns/Elections/Politics
May 11, 2012; Fox News Daytime; 475 word equivalents; Campaigns/Elections/Politics
May 14, 2012; Fox News Daytime; 439 word equivalents; Campaigns/Elections/Politics
May 14, 2012; Fox News Daytime; 465 word equivalents; Campaigns/Elections/Politics
May 29, 2012; Fox News Daytime; 617 word equivalents; Campaigns/Elections/Politics
May 30, 2012; Fox News Daytime; 720 word equivalents; Campaigns/Elections/Politics
May 30, 2012; Fox News Daytime; 972 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News O’Reilly Factor; 362 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News O’Reilly Factor; 432 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News O’Reilly Factor; 765 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News O’Reilly Factor; 437 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News O’Reilly Factor; 185 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News O’Reilly Factor; 447 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News O’Reilly Factor; 342 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News O’Reilly Factor; 165 word equivalents; Campaigns/Elections/Politics
January 11, 2012; Fox News O’Reilly Factor; 305 word equivalents; Campaigns/Elections/Politics
January 13, 2012; Fox News O’Reilly Factor; 390 word equivalents; Campaigns/Elections/Politics
January 13, 2012; Fox News O’Reilly Factor; 307 word equivalents; Campaigns/Elections/Politics
January 17, 2012; Fox News O’Reilly Factor; 235 word equivalents; Campaigns/Elections/Politics
January 17, 2012; Fox News O’Reilly Factor; 150 word equivalents; Campaigns/Elections/Politics
January 17, 2012; Fox News O’Reilly Factor; 167 word equivalents; Campaigns/Elections/Politics
January 17, 2012; Fox News O’Reilly Factor; 487 word equivalents; Campaigns/Elections/Politics
January 19, 2012; Fox News O’Reilly Factor; 202 word equivalents; Campaigns/Elections/Politics
January 19, 2012; Fox News O’Reilly Factor; 740 word equivalents; Campaigns/Elections/Politics
January 19, 2012; Fox News O’Reilly Factor; 932 word equivalents; Campaigns/Elections/Politics
January 23, 2012; Fox News O’Reilly Factor; 439 word equivalents; Campaigns/Elections/Politics
January 23, 2012; Fox News O’Reilly Factor; 910 word equivalents; Campaigns/Elections/Politics
January 23, 2012; Fox News O’Reilly Factor; 510 word equivalents; Campaigns/Elections/Politics
January 23, 2012; Fox News O’Reilly Factor; 915 word equivalents; Campaigns/Elections/Politics
January 25, 2012; Fox News O’Reilly Factor; 517 word equivalents; Campaigns/Elections/Politics
January 27, 2012; Fox News O’Reilly Factor; 225 word equivalents; Campaigns/Elections/Politics
February 2, 2012; Fox News O’Reilly Factor; 517 word equivalents; Campaigns/Elections/Politics
February 2, 2012; Fox News O’Reilly Factor; 625 word equivalents; Campaigns/Elections/Politics
February 6, 2012; Fox News O’Reilly Factor; 830 word equivalents; Campaigns/Elections/Politics
February 8, 2012; Fox News O’Reilly Factor; 820 word equivalents; Campaigns/Elections/Politics
February 10, 2012; Fox News O’Reilly Factor; 302 word equivalents; Campaigns/Elections/Politics
February 14, 2012; Fox News O’Reilly Factor; 720 word equivalents; Campaigns/Elections/Politics
February 16, 2012; Fox News O’Reilly Factor; 420 word equivalents; Campaigns/Elections/Politics
February 20, 2012; Fox News O’Reilly Factor; 165 word equivalents; Campaigns/Elections/Politics
February 20, 2012; Fox News O’Reilly Factor; 60 word equivalents; Campaigns/Elections/Politics
February 24, 2012; Fox News O’Reilly Factor; 190 word equivalents; Campaigns/Elections/Politics
February 28, 2012; Fox News O’Reilly Factor; 382 word equivalents; Campaigns/Elections/Politics
February 28, 2012; Fox News O’Reilly Factor; 417 word equivalents; Campaigns/Elections/Politics
February 28, 2012; Fox News O’Reilly Factor; 587 word equivalents; Campaigns/Elections/Politics
February 28, 2012; Fox News O’Reilly Factor; 467 word equivalents; Campaigns/Elections/Politics
March 5, 2012; Fox News O’Reilly Factor; 240 word equivalents; Campaigns/Elections/Politics
March 5, 2012; Fox News O’Reilly Factor; 395 word equivalents; Campaigns/Elections/Politics
March 7, 2012; Fox News O’Reilly Factor; 327 word equivalents; Campaigns/Elections/Politics
March 7, 2012; Fox News O’Reilly Factor; 532 word equivalents; Campaigns/Elections/Politics
March 7, 2012; Fox News O’Reilly Factor; 364 word equivalents; Campaigns/Elections/Politics
March 9, 2012; Fox News O’Reilly Factor; 717 word equivalents; Campaigns/Elections/Politics
March 9, 2012; Fox News O’Reilly Factor; 785 word equivalents; Campaigns/Elections/Politics
March 19, 2012; Fox News O’Reilly Factor; 625 word equivalents; Campaigns/Elections/Politics
March 21, 2012; Fox News O’Reilly Factor; 447 word equivalents; Campaigns/Elections/Politics
April 2, 2012; Fox News O’Reilly Factor; 357 word equivalents; Campaigns/Elections/Politics
April 2, 2012; Fox News O’Reilly Factor; 520 word equivalents; Campaigns/Elections/Politics
April 2, 2012; Fox News O’Reilly Factor; 232 word equivalents; Campaigns/Elections/Politics
April 6, 2012; Fox News O’Reilly Factor; 205 word equivalents; Campaigns/Elections/Politics
April 10, 2012; Fox News O’Reilly Factor; 405 word equivalents; Campaigns/Elections/Politics
April 10, 2012; Fox News O’Reilly Factor; 852 word equivalents; Campaigns/Elections/Politics
April 10, 2012; Fox News O’Reilly Factor; 260 word equivalents; Campaigns/Elections/Politics
April 12, 2012; Fox News O’Reilly Factor; 360 word equivalents; Campaigns/Elections/Politics
April 12, 2012; Fox News O’Reilly Factor; 390 word equivalents; Campaigns/Elections/Politics
April 18, 2012; Fox News O’Reilly Factor; 502 word equivalents; Campaigns/Elections/Politics
April 20, 2012; Fox News O’Reilly Factor; 862 word equivalents; Crime
April 24, 2012; Fox News O’Reilly Factor; 145 word equivalents; Campaigns/Elections/Politics
May 14, 2012; Fox News O’Reilly Factor; 495 word equivalents; Campaigns/Elections/Politics
May 16, 2012; Fox News O’Reilly Factor; 932 word equivalents; Campaigns/Elections/Politics
May 18, 2012; Fox News O’Reilly Factor; 372 word equivalents; Campaigns/Elections/Politics
January 2, 2012; Fox News Fox Report with Shepard Smith; 485 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Fox Report with Shepard Smith; 165 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Fox Report with Shepard Smith; 397 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Fox Report with Shepard Smith; 120 word equivalents; Campaigns/Elections/Politics
January 6, 2012; Fox News Fox Report with Shepard Smith; 40 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News Fox Report with Shepard Smith; 375 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News Fox Report with Shepard Smith; 152 word equivalents; Campaigns/Elections/Politics
January 9, 2012; Fox News Fox Report with Shepard Smith; 230 word equivalents; Campaigns/Elections/Politics
January 10, 2012; Fox News Fox Report with Shepard Smith; 332 word equivalents; Campaigns/Elections/Politics
January 10, 2012; Fox News Fox Report with Shepard Smith; 527 word equivalents; Campaigns/Elections/Politics
January 10, 2012; Fox News Fox Report with Shepard Smith; 77 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Fox Report with Shepard Smith; 142 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Fox Report with Shepard Smith; 407 word equivalents; Campaigns/Elections/Politics
January 16, 2012; Fox News Fox Report with Shepard Smith; 287 word equivalents; Campaigns/Elections/Politics
January 16, 2012; Fox News Fox Report with Shepard Smith; 127 word equivalents; Campaigns/Elections/Politics
January 16, 2012; Fox News Fox Report with Shepard Smith; 235 word equivalents; Campaigns/Elections/Politics
January 16, 2012; Fox News Fox Report with Shepard Smith; 97 word equivalents; Campaigns/Elections/Politics
January 18, 2012; Fox News Fox Report with Shepard Smith; 122 word equivalents; Campaigns/Elections/Politics
January 18, 2012; Fox News Fox Report with Shepard Smith; 157 word equivalents; Campaigns/Elections/Politics
January 20, 2012; Fox News Fox Report with Shepard Smith; 172 word equivalents; Campaigns/Elections/Politics
January 24, 2012; Fox News Fox Report with Shepard Smith; 487 word equivalents; Government Agencies/Legislatures
January 24, 2012; Fox News Fox Report with Shepard Smith; 277 word equivalents; Campaigns/Elections/Politics
January 24, 2012; Fox News Fox Report with Shepard Smith; 375 word equivalents; Campaigns/Elections/Politics
January 26, 2012; Fox News Fox Report with Shepard Smith; 200 word equivalents; Campaigns/Elections/Politics
January 26, 2012; Fox News Fox Report with Shepard Smith; 380 word equivalents; Campaigns/Elections/Politics
January 30, 2012; Fox News Fox Report with Shepard Smith; 340 word equivalents; Campaigns/Elections/Politics
January 30, 2012; Fox News Fox Report with Shepard Smith; 219 word equivalents; Campaigns/Elections/Politics
February 1, 2012; Fox News Fox Report with Shepard Smith; 325 word equivalents; Campaigns/Elections/Politics
February 1, 2012; Fox News Fox Report with Shepard Smith; 127 word equivalents; Campaigns/Elections/Politics
February 3, 2012; Fox News Fox Report with Shepard Smith; 132 word equivalents; Campaigns/Elections/Politics
February 7, 2012; Fox News Fox Report with Shepard Smith; 470 word equivalents; Campaigns/Elections/Politics
February 15, 2012; Fox News Fox Report with Shepard Smith; 270 word equivalents; Campaigns/Elections/Politics
February 27, 2012; Fox News Fox Report with Shepard Smith; 520 word equivalents; Campaigns/Elections/Politics
February 29, 2012; Fox News Fox Report with Shepard Smith; 267 word equivalents; Health/Medicine
March 6, 2012; Fox News Fox Report with Shepard Smith; 687 word equivalents; Campaigns/Elections/Politics
March 6, 2012; Fox News Fox Report with Shepard Smith; 1005 word equivalents; Campaigns/Elections/Politics
March 6, 2012; Fox News Fox Report with Shepard Smith; 185 word equivalents; Campaigns/Elections/Politics
March 6, 2012; Fox News Fox Report with Shepard Smith; 192 word equivalents; Campaigns/Elections/Politics
March 6, 2012; Fox News Fox Report with Shepard Smith; 317 word equivalents; Campaigns/Elections/Politics
March 6, 2012; Fox News Fox Report with Shepard Smith; 135 word equivalents; Campaigns/Elections/Politics
March 12, 2012; Fox News Fox Report with Shepard Smith; 85 word equivalents; Campaigns/Elections/Politics
March 12, 2012; Fox News Fox Report with Shepard Smith; 317 word equivalents; Campaigns/Elections/Politics
March 14, 2012; Fox News Fox Report with Shepard Smith; 157 word equivalents; Campaigns/Elections/Politics
March 20, 2012; Fox News Fox Report with Shepard Smith; 537 word equivalents; Campaigns/Elections/Politics
March 20, 2012; Fox News Fox Report with Shepard Smith; 70 word equivalents; Campaigns/Elections/Politics
March 28, 2012; Fox News Fox Report with Shepard Smith; 397 word equivalents; Campaigns/Elections/Politics
April 3, 2012; Fox News Fox Report with Shepard Smith; 167 word equivalents; Campaigns/Elections/Politics
April 3, 2012; Fox News Fox Report with Shepard Smith; 340 word equivalents; Campaigns/Elections/Politics
April 9, 2012; Fox News Fox Report with Shepard Smith; 120 word equivalents; Campaigns/Elections/Politics
April 13, 2012; Fox News Fox Report with Shepard Smith; 120 word equivalents; Campaigns/Elections/Politics
April 13, 2012; Fox News Fox Report with Shepard Smith; 372 word equivalents; Campaigns/Elections/Politics
April 17, 2012; Fox News Fox Report with Shepard Smith; 67 word equivalents; Campaigns/Elections/Politics
April 19, 2012; Fox News Fox Report with Shepard Smith; 245 word equivalents; Campaigns/Elections/Politics
April 23, 2012; Fox News Fox Report with Shepard Smith; 145 word equivalents; Campaigns/Elections/Politics
April 25, 2012; Fox News Fox Report with Shepard Smith; 325 word equivalents; Campaigns/Elections/Politics
April 25, 2012; Fox News Fox Report with Shepard Smith; 32 word equivalents; Campaigns/Elections/Politics
May 15, 2012; Fox News Fox Report with Shepard Smith; 97 word equivalents; Campaigns/Elections/Politics
May 17, 2012; Fox News Fox Report with Shepard Smith; 512 word equivalents; Campaigns/Elections/Politics
May 17, 2012; Fox News Fox Report with Shepard Smith; 37 word equivalents; Campaigns/Elections/Politics
May 21, 2012; Fox News Fox Report with Shepard Smith; 60 word equivalents; Campaigns/Elections/Politics
May 29, 2012; Fox News Fox Report with Shepard Smith; 297 word equivalents; Campaigns/Elections/Politics
May 29, 2012; Fox News Fox Report with Shepard Smith; 207 word equivalents; Campaigns/Elections/Politics
January 2, 2012; Fox News Hannity; 1100 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Hannity; 160 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Hannity; 462 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Hannity; 212 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Hannity; 410 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Hannity; 122 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Hannity; 230 word equivalents; Campaigns/Elections/Politics
January 4, 2012; Fox News Hannity; 255 word equivalents; Campaigns/Elections/Politics
January 6, 2012; Fox News Hannity; 202 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Hannity; 122 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Hannity; 485 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Hannity; 280 word equivalents; Campaigns/Elections/Politics
January 12, 2012; Fox News Hannity; 215 word equivalents; Campaigns/Elections/Politics
January 18, 2012; Fox News Hannity; 305 word equivalents; Campaigns/Elections/Politics
January 18, 2012; Fox News Hannity; 237 word equivalents; Campaigns/Elections/Politics
January 20, 2012; Fox News Hannity; 292 word equivalents; Campaigns/Elections/Politics
January 20, 2012; Fox News Hannity; 350 word equivalents; Campaigns/Elections/Politics
January 20, 2012; Fox News Hannity; 152 word equivalents; Campaigns/Elections/Politics
January 26, 2012; Fox News Hannity; 857 word equivalents; Campaigns/Elections/Politics
January 30, 2012; Fox News Hannity; 230 word equivalents; Campaigns/Elections/Politics
February 1, 2012; Fox News Hannity; 245 word equivalents; Campaigns/Elections/Politics
February 3, 2012; Fox News Hannity; 452 word equivalents; Campaigns/Elections/Politics
February 3, 2012; Fox News Hannity; 235 word equivalents; Campaigns/Elections/Politics
February 3, 2012; Fox News Hannity; 177 word equivalents; Campaigns/Elections/Politics
February 3, 2012; Fox News Hannity; 202 word equivalents; Campaigns/Elections/Politics
February 3, 2012; Fox News Hannity; 152 word equivalents; Campaigns/Elections/Politics
February 9, 2012; Fox News Hannity; 1202 word equivalents; Campaigns/Elections/Politics
February 15, 2012; Fox News Hannity; 187 word equivalents; Campaigns/Elections/Politics
February 17, 2012; Fox News Hannity; 740 word equivalents; Campaigns/Elections/Politics
February 17, 2012; Fox News Hannity; 482 word equivalents; Campaigns/Elections/Politics
